Description,Basic Unit,Beginning Balance ,Quantity Received ,Quantity Dispensed ,Losses and Adjustments,Ending Balance (Physical Count)
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,0,0,0,0,0
syr Vitamin B complex,Bottle,16,0,0,0,16
syr Vitamin B complex,Bottle,27,0,0,0,27
syr Vitamin B complex,Bottle,30,0,0,0,30
syr Vitamin B complex,Bottle,30,0,0,0,30
syr Vitamin B complex,Bottle,30,0,0,0,30
syr Vitamin B complex,Bottle,0,7,0,0,7
syr Vitamin B complex,Bottle,0,20,0,0,20
syr Vitamin B complex,Bottle,7,10,3,0,14
syr Vitamin B complex,Bottle,50,100,20,0,130
syr Vitamin B complex,Bottle,50,50,20,0,80
syr Vitamin B complex,Bottle,50,50,20,0,30
syr Vitamin B complex,Bottle,0,50,15,0,35
syr Vitamin B complex,Bottle,0,5,5,0,0
syr Vitamin B complex,Bottle,0,120,60,0,60
syr Vitamin B complex,Bottle,0,30,5,0,25
syr Vitamin B complex,Bottle,0,10,3,0,7
syr Vitamin B complex,Bottle,0,10,5,0,5
syr Vitamin B complex,Bottle,0,10,10,0,0
syr Vitamin B complex,Bottle,0,30,10,0,20
syr Vitamin B complex,Bottle,0,10,10,0,0
syr Vitamin B complex,Bottle,0,30,24,0,6
syr Vitamin B complex,Bottle,0,20,10,0,10
syr Vitamin B complex,Bottle,29,0,5,0,24
syr Vitamin B complex,Bottle,14,0,3,0,11
syr Vitamin B complex,Bottle,30,0,10,0,20
syr Vitamin B complex,Bottle,30,0,12,0,18
syr Vitamin B complex,Bottle,5,0,1,0,4
syr Vitamin B complex,Bottle,15,0,2,0,13
syr Vitamin B complex,Bottle,20,0,5,0,15
syr Vitamin B complex,Bottle,5,0,5,0,5
syr Vitamin B complex,Bottle,6,0,4,0,2
syr Vitamin B complex,Bottle,27,0,8,0,19
syr Vitamin B complex,Bottle,4,0,2,0,2
syr Vitamin B complex,Bottle,30,0,1,0,29
syr Vitamin B complex,Bottle,8,0,8,0,0
syr Vitamin B complex,Bottle,4,0,4,0,0
syr Vitamin B complex,Bottle,5,0,5,0,0
syr Vitamin B complex,Bottle,18,0,18,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,0,0,0,0
Syrup Paracetamol 125mg/5ml,Bottle,32,0,0,0,32
Syrup Paracetamol 125mg/5ml,Bottle,3,0,0,0,3
Syrup Paracetamol 125mg/5ml,Bottle,30,0,0,0,30
Syrup Paracetamol 125mg/5ml,Bottle,80,0,0,0,80
Syrup Paracetamol 125mg/5ml,Bottle,0,100,0,0,100
Syrup Paracetamol 125mg/5ml,Bottle,67,50,76,0,41
Syrup Paracetamol 125mg/5ml,Bottle,40,50,60,0,60
Syrup Paracetamol 125mg/5ml,Bottle,50,50,10,0,90
Syrup Paracetamol 125mg/5ml,Bottle,50,50,10,0,40
Syrup Paracetamol 125mg/5ml,Bottle,0,50,30,0,20
Syrup Paracetamol 125mg/5ml,Bottle,0,10,9,0,1
Syrup Paracetamol 125mg/5ml,Bottle,0,200,100,0,100
Syrup Paracetamol 125mg/5ml,Bottle,0,1000,650,0,350
Syrup Paracetamol 125mg/5ml,Bottle,0,100,10,0,90
Syrup Paracetamol 125mg/5ml,Bottle,0,100,50,0,50
Syrup Paracetamol 125mg/5ml,Bottle,0,40,15,0,25
Syrup Paracetamol 125mg/5ml,Bottle,0,40,10,0,30
Syrup Paracetamol 125mg/5ml,Bottle,0,40,20,0,20
Syrup Paracetamol 125mg/5ml,Bottle,0,100,40,0,60
Syrup Paracetamol 125mg/5ml,Bottle,0,40,20,0,20
Syrup Paracetamol 125mg/5ml,Bottle,0,240,160,0,80
Syrup Paracetamol 125mg/5ml,Bottle,0,40,30,0,10
Syrup Paracetamol 125mg/5ml,Bottle,0,100,100,0,0
Syrup Paracetamol 125mg/5ml,Bottle,0,100,30,0,70
Syrup Paracetamol 125mg/5ml,Bottle,70,0,30,0,40
Syrup Paracetamol 125mg/5ml,Bottle,100,0,20,0,80
Syrup Paracetamol 125mg/5ml,Bottle,100,0,30,0,70
Syrup Paracetamol 125mg/5ml,Bottle,64,0,13,0,51
Syrup Paracetamol 125mg/5ml,Bottle,50,0,16,0,34
Syrup Paracetamol 125mg/5ml,Bottle,80,0,16,0,64
Syrup Paracetamol 125mg/5ml,Bottle,70,0,50,0,20
Syrup Paracetamol 125mg/5ml,Bottle,20,0,10,0,10
Syrup Paracetamol 125mg/5ml,Bottle,60,0,20,0,40
Syrup Paracetamol 125mg/5ml,Bottle,100,0,50,0,50
Syrup Paracetamol 125mg/5ml,Bottle,100,0,2,0,98
Syrup Paracetamol 125mg/5ml,Bottle,20,0,10,0,10
Syrup Paracetamol 125mg/5ml,Bottle,80,0,30,0,50
Syrup Paracetamol 125mg/5ml,Bottle,90,0,20,0,70
Syrup Paracetamol 125mg/5ml,Bottle,34,0,24,0,10
Syrup Paracetamol 125mg/5ml,Bottle,40,0,10,0,30
Syrup Paracetamol 125mg/5ml,Bottle,10,0,10,0,0
Syrup Paracetamol 125mg/5ml,Bottle,15,0,15,0,0
Syrup Paracetamol 125mg/5ml,Bottle,10,0,10,0,0
Syrup Paracetamol 125mg/5ml,Bottle,10,0,10,0,0
Syrup Paracetamol 125mg/5ml,Bottle,5,0,5,0,0
Ciprofloxacin eye drop,Bottles,250,0,0,0,0
Ciprofloxacin eye drop,Bottles,250,0,0,0,0
Ciprofloxacin eye drop,Bottles,250,0,0,0,0
cough Expectorant (Adult),Bottles,100,0,0,0,0
cough Expectorant (Adult),Bottles,100,0,0,0,0
cough Expectorant (Adult),Bottles,100,0,0,0,0
Cough Syr(P),Bottles,100,0,0,0,0
Cough Syr(P),Bottles,100,0,0,0,0
Cough Syr(P),Bottles,100,0,0,0,0
Dettol,Bottles,580,0,0,4,4
Dettol,Bottles,580,0,0,20,20
Dettol,Bottles,580,15,8700,0,15
Eusol soln,Bottles,90,0,0,0,0
Eusol soln,Bottles,90,0,0,0,0
Eusol soln,Bottles,90,0,0,0,0
Ferrobin Tonic,Bottles,400,0,0,0,0
Ferrobin Tonic,Bottles,400,0,0,0,0
Ferrobin Tonic,Bottles,400,0,0,0,0
G.V paint,Bottles,45,0,0,0,0
G.V paint,Bottles,45,15,675,12,27
G.V paint,Bottles,45,15,675,0,15
Gascol suspension,Bottles,350,0,0,0,0
Gascol suspension,Bottles,350,0,0,0,0
Gascol suspension,Bottles,350,0,0,0,0
Gestid Suspension 200ml,Bottles,480,0,0,0,0
Gestid Suspension 200ml,Bottles,620,0,0,0,0
Gestid Suspension 200ml,Bottles,620,0,0,49,49
Hydrogen peroxide,Bottles,120,0,0,30,30
Hydrogen peroxide,Bottles,120,20,2400,0,20
Hydrogen peroxide,Bottles,120,25,3000,0,25
Izal,Bottles,250,12,3000,12,24
Izal,Bottles,250,12,3000,12,24
Izal,Bottles,250,12,3000,0,12
Jawaron Blood Tonic(Jawa),Bottles,480,0,0,0,0
Jawaron Blood Tonic(Jawa),Bottles,480,0,0,96,96
Jawaron Blood Tonic(Jawa),Bottles,480,30,14400,0,30
Jik,Bottles,350,0,0,0,0
Jik,Bottles,350,0,0,30,30
Jik,Bottles,350,0,0,30,30
Multivite drops,Bottles,200,0,0,0,0
Multivite drops,Bottles,200,0,0,0,0
Multivite drops,Bottles,200,0,0,0,0
Multivite drops,Bottles,200,0,0,0,0
Multivite drops,Bottles,200,0,0,0,0
Multivite drops,Bottles,200,12,2400,0,12
Nystatin oral drops,Bottles,450,0,0,5,5
Nystatin oral drops,Bottles,450,2,900,5,7
Nystatin oral drops,Bottles,450,5,2250,0,5
Povidone-Iodine soln,Bottles,170,0,0,0,0
Povidone-Iodine soln,Bottles,170,0,0,0,0
Povidone-Iodine soln,Bottles,170,0,0,0,0
Sus. Relcer Gel 200ml,Bottles,440,0,0,0,0
Sus. Relcer Gel 200ml,Bottles,440,0,0,0,0
Sus. Relcer Gel 200ml,Bottles,440,0,0,0,0
Susp Albendazole,Bottles,190,0,0,0,0
Susp Albendazole,Bottles,190,0,0,0,0
Susp Albendazole,Bottles,160,0,0,100,100
Susp Albendazole,Bottles,160,50,8000,100,150
Susp Albendazole,Bottles,160,30,4800,0,30
Susp Ampiclox,Bottles,300,0,0,30,30
Susp Ampiclox,Bottles,300,25,7500,0,25
Susp Ampiclox,Bottles,300,25,7500,0,25
Susp Ampiclox Drop,Bottles,230,0,0,36,36
Susp Cefixime,Bottles,940,0,0,10,10
Susp Cefuroxime,Bottles,900,0,0,30,30
Susp Cefuroxime,Bottles,900,10,9000,0,10
Susp Chloramphenicol,Bottles,375,0,0,0,0
Susp Chloramphenicol,Bottles,375,0,0,0,0
Susp Chloramphenicol,Bottles,375,0,0,5,5
Susp Co-trimoxazole,Bottles,100,30,3000,30,60
Susp Co-trimoxazole,Bottles,100,50,5000,60,110
Susp Co-trimoxazole,Bottles,100,20,2000,60,80
Susp Erythromycin,Bottles,300,0,0,0,0
Susp Erythromycin,Bottles,300,0,0,0,0
Susp Erythromycin,Bottles,300,0,0,0,0
Susp Jawasil 100ml,Bottles,320,0,0,0,0
Susp Jawasil 100ml,Bottles,320,0,0,0,0
Susp Jawasil 100ml,Bottles,320,0,0,0,0
Susp Jawasil 200ml,Bottles,500,0,0,0,0
Susp Jawasil 200ml,Bottles,500,0,0,0,0
Susp Jawasil 200ml,Bottles,500,0,0,48,48
Susp Metronidazole,Bottles,120,0,0,0,0
Susp Metronidazole,Bottles,120,0,0,0,0
Susp Metronidazole,Bottles,120,0,0,0,0
Susp Pyrim/sulphadoxine,Bottles,200,0,0,0,0
Susp Pyrim/sulphadoxine,Bottles,200,0,0,0,0
Susp Pyrim/sulphadoxine,Bottles,200,0,0,0,0
Susp ZIBAMAG,Bottles,180,0,0,0,0
Susp ZIBAMAG,Bottles,180,0,0,0,0
Susp ZIBAMAG,Bottles,180,0,0,0,0
Susp. Acipep(Relcer gel),Bottles,430,0,0,0,0
Susp. Acipep(Relcer gel),Bottles,430,0,0,0,0
Susp. Acipep(Relcer gel),Bottles,430,0,0,0,0
Susp. Amoxicillin (Flavimox),Bottles,200,0,0,0,0
Susp. Amoxicillin (Flavimox),Bottles,200,0,0,0,0
Susp. Amoxicillin (Flavimox),Bottles,200,0,0,0,0
Susp. Amoxil/Clav. Acid(228mg),Bottles,915,0,0,0,0
Susp. Amoxil/Clav. Acid(228mg),Bottles,625,0,0,0,0
Susp. Amoxil/Clav. Acid(228mg),Bottles,625,0,0,30,30
Susp. Ampiclox (Vanclox),Bottles,230,0,0,0,0
Susp. Ampiclox (Vanclox),Bottles,230,0,0,0,0
Susp. Ampiclox (Vanclox),Bottles,230,0,0,0,0
Susp. Art/Lumef(Artemef),Bottles,650,0,0,0,0
Susp. Art/Lumef(Artemef),Bottles,650,0,0,0,0
Susp. Art/Lumef(Artemef),Bottles,650,0,0,0,0
Susp. Artesunate,Bottles,500,0,0,0,0
Susp. Cotrimoxazole (Jawa),Bottles,120,0,0,0,0
Susp. Cotrimoxazole (Jawa),Bottles,120,0,0,0,0
Susp. Cotrimoxazole (Jawa),Bottles,120,0,0,0,0
Susp. Mag Trisilicate (Emtrisil) 200ml,Bottles,260,0,0,0,0
Susp. Mag Trisilicate (Emtrisil) 200ml,Bottles,260,0,0,0,0
Susp. Mag Trisilicate (Emtrisil) 200ml,Bottles,260,0,0,0,0
Susp. Metronidazole (Jawa),Bottles,100,0,0,0,0
Susp. Metronidazole (Jawa),Bottles,100,0,0,0,0
Susp. Metronidazole (Jawa),Bottles,100,0,0,0,0
Syr Ascorbic acid drops,Bottles,180,0,0,0,0
Syr Ascorbic acid drops,Bottles,180,0,0,36,36
Syr Ascorbic acid drops,Bottles,180,24,4320,0,24
Syr Astifer,Bottles,1600,0,0,25,25
Syr Astifer,Bottles,1600,15,24000,25,40
Syr Astifer,Bottles,1600,15,24000,0,15
Syr Astimin,Bottles,1600,0,0,0,0
Syr Astimin,Bottles,1600,3,4800,0,3
Syr Astimin,Bottles,1600,6,9600,0,6
Syr Broncholite,Bottles,250,0,0,0,0
Syr Broncholite,Bottles,250,0,0,20,20
Syr Broncholite,Bottles,250,0,0,20,20
Syr Dkoff,Bottles,320,0,0,24,24
Syr Dkoff,Bottles,320,10,3200,20,30
Syr Dkoff,Bottles,320,7,2240,20,27
Syr Folic acid,Bottles,230,0,0,0,0
Syr Folic acid,Bottles,230,0,0,0,0
Syr Folic acid,Bottles,230,0,0,0,0
Syr Ibuprofen,Bottles,250,0,0,0,0
Syr Ibuprofen,Bottles,250,0,0,0,0
Syr Ibuprofen,Bottles,250,0,0,0,0
Syr Kofol,Bottles,375,0,0,0,0
Syr Kofol,Bottles,375,0,0,0,0
Syr Kofol,Bottles,375,0,0,0,0
Syr Paracetamol,Bottles,100,0,0,200,200
Syr Paracetamol,Bottles,100,0,0,200,200
Syr Paracetamol,Bottles,100,50,5000,0,50
Syr Paracetamol drops (Jawa),Bottles,180,0,0,36,36
Syr Paracetamol drops (Jawa),Bottles,180,0,0,36,36
Syr Paracetamol drops (Jawa),Bottles,180,12,2160,36,48
Syr Paracetamol(Emzor),Bottles,100,0,0,0,0
Syr Paracetamol(Emzor),Bottles,100,0,0,0,0
Syr Paracetamol(Emzor),Bottles,100,0,0,200,200
Syr Phenobarbitone,Bottles,480,1,480,2,3
Syr Phenobarbitone,Bottles,480,3,1440,0,3
Syr Phenobarbitone,Bottles,480,3,1440,0,3
Syr Quinine,Bottles,800,0,0,0,0
Syr Quinine,Bottles,800,0,0,20,20
Syr Quinine,Bottles,800,10,8000,0,10
Syr Vitamin C,Bottles,100,0,0,0,0
Syr Vitamin C,Bottles,100,0,0,50,50
Syr. Chlorpheniramine,Bottles,170,0,0,0,0
Syr. Chlorpheniramine,Bottles,175,0,0,0,0
Syr. Chlorpheniramine,Bottles,175,0,0,19,19
Syr. Chlorpheniramine,Bottles,170,0,0,20,20
Syr. Chlorpheniramine,Bottles,170,8,1360,0,8
Syr. Ferrobin Tonic,Bottles,350,0,0,0,0
Syr. Ferrobin Tonic,Bottles,350,0,0,0,0
Syr. Ferrobin Tonic,Bottles,350,0,0,0,0
Syr. Multivite,Bottles,100,0,0,0,0
Syr. Multivite,Bottles,100,0,0,0,0
Syr. Multivite,Bottles,120,10,1200,20,30
Syr. Multivite,Bottles,120,20,2400,0,20
Syr. Promethazine,Bottles,250,10,2500,0,10
Syr. Promethazine,Bottles,250,15,3750,0,15
Syr. Promethazine,Bottles,250,15,3750,0,15
Syr.Salbutamol,Bottles,350,0,0,0,0
Syr.Salbutamol,Bottles,350,0,0,5,5
Syr.Salbutamol,Bottles,350,3,1050,0,3
Cap. Ferobin,Boxes,250,0,0,0,0
Cap. Ferobin,Boxes,250,0,0,20,20
Cap. Ferobin,Boxes,250,20,5000,0,20
SIGNATURE:,Grace,0,0,0,0,0
SIGNATURE:,Grace,0,0,0,0,0
SIGNATURE:,Grace,0,0,0,0,0
NAME OF PHARMACIST:,OLOWOYO Oluwatoyin Grace,0,0,0,0,0
NAME OF PHARMACIST:,OLOWOYO Oluwatoyin Grace,0,0,0,0,0
NAME OF PHARMACIST:,OLOWOYO Oluwatoyin Grace,0,0,0,0,0
Chromic 2/0,pack,1350,0,0,1,1
Chromic 2/0,pack,1350,0,0,2,2
Chromic 2/0,pack,0.4,1,0.5,0,0.9
Chromic 2/0,pack,1350,1,1350,0,1
Nylon 2,pack,450,0,0,0,0
Nylon 2,pack,450,0,0,0,0
Nylon 2,pack,450,0,0,0,0
Nylon 2/0,pack,450,0,0,0,0
Nylon 2/0,pack,450,0,0,0,0
Nylon 2/0,pack,450,0,0,0,0
Nylon 2/0,pack,0.3,0,0.2,0,0.1
Tab. Macnol,pack,1125,0,0,0,0
Tab. Macnol,pack,1125,0,0,0,0
Tab. Macnol,pack,1125,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,0,0,0,0,0
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,2,0,0,0,2
Disposable gloves,Pairs,1,0,0,0,1
Disposable gloves,Pairs,0,2,0,0,2
Disposable gloves,Pairs,0,2,0,0,2
Disposable gloves,Pairs,0.8,5,4.2,0,1.6
Disposable gloves,Pairs,0,10,1,0,9
Disposable gloves,Pairs,3,0,1,0,2
Disposable gloves,Pairs,70,0,40,0,30
Disposable gloves,Pairs,30,0,30,0,0
Disposable gloves,Pairs,1,0,1,0,0
Disposable gloves,Pairs,1,0,1,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,0,0,0,0
0.9% Normal saline 1000ml,Pcs,0,60,0,0,0
0.9% Normal saline 1000ml,Pcs,0,10,10,0,0
0.9% Normal saline 1000ml,Pcs,0,60,10,0,50
0.9% Normal saline 1000ml,Pcs,12,0,6,0,6
0.9% Normal saline 1000ml,Pcs,14,0,10,0,4
0.9% Normal saline 1000ml,Pcs,10,0,5,0,5
0.9% Normal saline 1000ml,Pcs,3,0,1,0,2
0.9% Normal saline 1000ml,Pcs,5,0,2,0,3
0.9% Normal saline 1000ml,Pcs,39,0,5,0,34
0.9% Normal saline 1000ml,Pcs,22,0,8,0,14
0.9% Normal saline 1000ml,Pcs,20,0,10,0,10
0.9% Normal saline 1000ml,Pcs,10,0,10,0,0
0.9% Normal saline 500ml,Pcs,51,60,87,0,24
0.9% Normal saline 500mls,Pcs,0,0,0,0,0
0.9% Normal saline 500mls,Pcs,0,60,29,0,31
0.9% Normal saline 500mls,Pcs,31,0,20,0,11
0.9% Normal saline 500mls,Pcs,11,0,11,0,0
10% Dextrose Water 500ml,Pcs,9,0,9,0,0
10% Mannitol,Pcs,26,0,2,0,24
4.3% Dextrose saline 500ml,Pcs,87,0,59,0,28
5% Dextrose in Water 1000ml,Pcs,350,0,0,0,0
5% Dextrose in Water 1000ml,Pcs,350,0,0,0,0
5% Dextrose in Water 1000ml,Pcs,320,20,6400,0,20
5% Dextrose in Water 500ml,Pcs,180,0,0,0,0
5% Dextrose in Water 500ml,Pcs,180,0,0,0,0
5% Dextrose in Water 500ml,Pcs,180,10,1800,0,10
5% Dextrose Saline  1000ml,Pcs,320,0,0,0,0
5% Dextrose Saline  1000ml,Pcs,320,0,0,0,0
5% Dextrose Saline  1000ml,Pcs,320,70,22400,0,70
5% Dextrose Saline  500ml,Pcs,180,160,28800,60,220
5% Dextrose Saline  500ml,Pcs,180,80,14400,160,240
5% Dextrose Saline  500ml,Pcs,180,40,7200,0,40
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
5% Dextrose saline 1000ml,Pcs,0,0,0,0,0
